StartDate,EndDate,RecordedDate,ResponseId,Init,Title,id,answer,clean_answer,fullquestion,abbr,Group,ESnum,qnum,ES,survey_order,flag_noResponse,flag_noDriver,flag_noDirection,FirstAuthor,PublicationYear,SourcePublication
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25.1_4_1,Carbon storage,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,4,Q12,ClimReg,65,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25.2_4,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,4,Q12,ClimReg,94,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25.3_4,,,Q12: Which Ecosystem Services were considered?  - Human Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Anthro,4,Q12,ClimReg,110,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25.4_4,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,4,Q12,ClimReg,126,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25.5_4,ES,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,4,Q12,ClimReg,142,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25.6_4,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,4,Q12,ClimReg,158,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25.7_4,,,Q12: Which Ecosystem Services were considered?  - Direction of Human Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Anthro,4,Q12,ClimReg,174,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25.8_4,,,Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Bio,4,Q12,ClimReg,190,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q17,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,,Q12,,203,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q25,,,List Other Human Driver from Q12 (sep. with commas),OtherDriver,Anthro,,Q12,,204,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
2020-03-10T15:35:49Z,2020-03-10T16:54:18Z,2020-03-10T16:54:19Z,R_pyoNX1rFMX9B4k1,TM,Ecosystem services returned through seagrass restoration,Q26,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,,Q12,,205,FALSE,TRUE,TRUE,Reynolds,2016,RESTORATION ECOLOGY
